🇨🇳央视,#genre#
龙江卫视,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw993550557_162751766/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8?icpid=3&RTS=1668604377&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
青海卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw1221605145_-1738716276/ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8?icpid=3&RTS=1668600311&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8?icpid=3&RTS=1668600490&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
陕西卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001062/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8

🌹香港,#genre#
3D肉蒲团 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/qh/yf/wo/e9/cc0187d5f4064e60a8d9507ccdbeaf4a.m3u8?
一路向西 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/fd/ea/eu/2q/7bd22841f6dd4b768ab5d1e38419bf4b.m3u8?
鸭王 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/fo/4n/1u/xg/304cc44af0334b39b0989c4e224ec966.m3u8?
爱很烂 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/vf/c1/xy/je/9c181c81984e456a9ade1fa8c0021770.m3u8?
金瓶梅2008 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/c0/xf/gg/0f/8a292587e31a4a3eaa0181399728341b.m3u8?
金瓶梅 2009 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/5r/f0/91/pt/657f7457792046f0b26296e7ab8dc54c.m3u8?
新金瓶梅-1「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/9n/om/ey/m3/5818f7a375364105b91f73443101fbc8.m3u8?
新金瓶梅-2「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/st/og/8r/id/95b2f1ca83914736bf80677f168c8a9d.m3u8?
新金瓶梅-3「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/j1/je/h3/ny/bd613c602d5a4e9a9e4666ec25899422.m3u8?
新金瓶梅-4「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ys/ct/jj/2v/4d20dc3e83a54dbbbd0882d8156f7a5e.m3u8?
新金瓶梅-5「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/st/fa/rg/ao/1c8293e0715c465f8b859b0379ce6155.m3u8?
赤裸羔羊「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/a9/bu/cc/ke/aa740a3be9a145d4985d3a3add1f8424.m3u8?
赤裸狂奔「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/sp/ml/jz/ho/3e495ccc222f46399b914db50529227a.m3u8?
玉蒲团2玉女心经「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/m9/oz/g8/5z/256b9ee37b5d407c8df9a8f27a9bc5fc.m3u8?
情难自制「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/p9/5v/9t/j0/e18f0c1590a940eca9443e6a2ffdee3b.m3u8?
勾魂噩梦「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/de/8i/j5/cd/92b61d3b80514007a60da1c9a4210189.m3u8?
聊斋艳谭3：灯草和尚「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/4p/48/z1/q0/851e1443df22425687209bd894113842.m3u8?
聊斋艳谭续集：五神通「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/em/nl/x2/h0/1fabfbc638264c6c8a73a03666df2d2a.m3u8?
人皮高跟鞋「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/8w/um/l5/ab/49e4bc7b21274d96938e216afa0b5029.m3u8?
唐朝豪放女「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/t1/9l/x5/vh/86bd1e2835c24666b36709be8d2583e2.m3u8?
艳降勾魂「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/bj/z0/q7/by/5b49b5ff15484a5aab4a3d0d55d608ec.m3u8?
摩登龙争虎斗「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/4d/4q/84/b9/edd66c1ce5424c5d85c28c329b083b73.m3u8?
盲女72小时「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/kr/p9/qh/u6/1de1e1489f964278b570ba32b8ba5f4e.m3u8?
食色性也「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ow/34/6t/45/5625c6528b5742eaaabdaa34b7fbd017.m3u8?
淫狼心「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/yi/bn/ec/gz/23ff00f09d9c460f9c91a451617e8120.m3u8?
五月樱唇「修复」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/1q/92/2c/l2/dcb00c7faa4d4a1cab77f8cef6cd3f14.m3u8?
色戒「钟丽缇」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/mi/9y/lp/a0/7c25ca58b5134db8b02029878c975025.m3u8?
色戒「汤唯」 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ns/dt/4a/po/2db3e0f27bc74b9b84cf36b539a90081.m3u8?
灭门惨案之孽杀 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ph/ar/xo/yj/58d41640a9e6447db67ad3e161c28e66.m3u8?
灭门惨案2:借种 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/1f/wk/cl/w4/86ad88a49fcf42778d5fb1522845c8a7.m3u8?
八仙饭店之人肉叉烧包 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/a7/li/3d/wm/28ff3b4bb94846c68565f7cccb45b84b.m3u8?
金瓶风月 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/bv/na/64/js/bc13bb11a2734309a97c51e8018062a0.m3u8?
聊斋艳谭 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/hj/gn/9q/pf/328249e08ba04574b40ce799e997d7f7.m3u8?
聊斋惊艳 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/i2/dv/us/uz/22ea327b9ed8494b86d4c93b3efbbb90.m3u8?
聊斋金瓶梅 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/y4/my/fk/ri/6195420d42f54abe8c997cb3859aa8a5.m3u8?
聊斋花弄月 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ay/u7/zm/9e/8d8af725105d45deae2dde3912289813.m3u8?
情不自禁 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/9w/hm/1l/3e/ab8f485579fa4412a33b66ffbcf1b560.m3u8?
私人会所 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/3u/km/tb/8f/779be310075f4d31ac351260ebaf9c22.m3u8?
惊变 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/01/gh/8c/mu/6f08b2047a4c43fb80a6b84b4a210c8e.m3u8?
欲海花 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/mp/xu/5a/2z/3b0bf943125c4d8d935354e42aece2f7.m3u8?
艳遇 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/ue/ex/zi/lr/581c6123fb6e4a46a3c3741e0dfe7099.m3u8?
青春梦里人 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/89/h2/44/ty/e9f3d66259244784ae77a5dc9f009736.m3u8?
不覊的心 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/3u/zp/4s/rh/b3acaabe7e0b4c148b3571da6fc9f41c.m3u8?
色情男女 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/qn/j9/i6/64/b6c190ec698341529f7b7142ec3b0c88.m3u8?
少女情怀总是诗 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/wo/1n/sn/33/fbad81446c7c4a35923690640c20a38d.m3u8?
蜜桃来偷欢 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/oh/ja/jq/y7/a11df34ee2574fbfbe46ce724fa56f17.m3u8?
灵幻新娘 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/13/8j/ol/z6/947bcb5ad38f4a5eab132da3a94cc85f.m3u8?
摧花神龙教 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/rt/ix/j5/50/5a8f75848e7f4fb68539c8032a42800a.m3u8?
哎吔女朋友 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/j3/y1/ky/tw/d7e7162e7e474253bf7fcd0c5eddd047.m3u8?
不文小丈夫之银座嬉春 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/7n/s6/95/b4/64b1be8333004ba5ae30665390893889.m3u8?
野性任务 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/nt/95/ca/ig/f518cd1e815047fb9bbcc432d78afdc8.m3u8?
花街狂奔 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/zh/zu/ty/p1/jk/3259f3f5abad4eb59e6eb0d81e9c14f1.m3u8?

🌹欧美,#genre#
🔞 Private,http://146.59.54.163/356/playlist.m3u8
🔞 Erox,http://88.212.7.11/live/test_erox_hd_hevc/playlist.m3u8
🔞 Eroxxx,http://88.212.7.11/live/test_eroxxx_hd_hevc/playlist.m3u8
🔞 Brazzers,http://88.212.7.11/live/test_brazzers_hd_hevc/playlist.m3u8
🔞 Penthouse http://146.59.54.163/353/index.m3u8
🔞 Babes,http://146.59.54.163/354/index.m3u8
🔞 Playboy+,http://rhsbjv7k.tvclub.xyz/iptv/QUSEF3A55UE6BF/6242/index.m3u8
🔞 Dorcel, http://146.59.54.163/345/index.m3u8
🔞 Vivid Red,http://cdnx1.plusx.tv:8880/361/mono.m3u8?token=65df4b105d30b4b9573333
🔞 Hustler, http://146.59.54.163/348/index.m3u8


🌹兔子先生,#genre#
美乳少女荒野求精/户外特辑-岩洞荒野/TZ-114 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/r0/rx/35/uo/b4a1346429e04d929c97b9843da36c91.m3u8?
我的百变女友/凌波丽/TZ-113 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/iv/pt/6q/vd/6476816d621042c783018eb44886efe0.m3u8?
兔子按摩院 EP6/国宝级K杯巨乳/TZ-112 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/19/ru/fs/dx/f849078185e0403290aef65b774391fd.m3u8?
日式精油按摩体验/萌音少女上门服务/Tz-111 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/jz/5y/ta/oq/ec3c07ed6255412da15fb392e39b05ac.m3u8?
父亲节迷姦巨乳女儿-给爸爸最好的礼物/TZ-110 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/qa/pt/5g/yq/4c005b1271be4f93a9191cc691ba4ac5.m3u8?
輪姦女搜查官(下篇)男上司叛變与肉便器罪犯/TZ-109-02 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/8b/yc/5e/bb/1ba6e65497ef4c198af780d89c26e1a2.m3u8?
輪姦女搜查官(上篇)掉入陷阱的肉便器/TZ-109-01 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/p0/pz/uv/vt/7cf9aea7d0574bb9aace6088ea1735cb.m3u8?
癡女與植物人丈夫/TZ-108 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/3b/zs/w3/fk/5bd96f09700f48de8458ea6227533a10.m3u8?
痴汊尾行-餐廳露出強姦/TZ-107 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/7o/ry/4q/lz/15ef36cf640a48c9bbb81706376f16d7.m3u8?
母親節特别篇-給儿子的禮物/TZ-106 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/ee/8r/8k/la/7087fb756fad43fea40d8a28394cde3b.m3u8?
島国特色泡泡浴 EP4/k杯神乳美体享受/TZ-105 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/1c/w5/ej/yi/441fe16f7d4746ccaaa68a29bd3c9083.m3u8?
兔孑按摩院EP5/巨乳技师贴身服务/TZ-104 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/os/xi/o7/oq/a205452df85747f7b21f522038fc3bea.m3u8?
酒醉姐姐撿回家EP4/寂寞OL深夜談心/TZ-103 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/ak/us/a0/da/5415e2423e38423c8e1cf9bdf5322a95.m3u8?
爸氣十足 EP21/DAD-005 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/dx/li/rm/6c/4d0d807b45394e898839f5f404a8e664.m3u8?
爸氣十足 EP20/DAD-004 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/vy/xd/0x/hs/161a919cbecc4650a00b889c1b19f31c.m3u8?
爸氣十足 EP28/DAD-012 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/8u/57/f2/xb/7283cb4a1cd14494a318dcbda3c310fa.m3u8?
爸氣十足 EP29/DAD-013 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/83/ss/c7/iv/16bda84fe84e447c986954e3730a2cab.m3u8?
爸氣十足 EP27/DAD-011 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/in/m5/55/hj/3d3912ff88194bf99f0cc3f9a159a3f2.m3u8?
爸氣十足 EP26/DAD-010 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/20/xc/zz/lo/4be8be5076a54f8a9ce761967d117e8d.m3u8?
爸氣十足 EP25/DAD-009 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/v2/av/ws/8c/2t/7q/38b09c5882a541c0b623f60027bdab1c.m3u8?
爸氣十足 EP24/DAD-008 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/bf/ho/vd/0y/43725e839b0342a3bfbeef9c3c8e31a7.m3u8?
爸氣十足 EP23/DAD-007 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/42/cg/db/gk/4caba03d831d4539bec565fa90fbee81.m3u8?
爸氣十足 EP22/DAD-006 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/qe/o7/w0/c9/056288402deb4f08a53c2d4e5e2ae3b1.m3u8?
爸氣十足 EP19/DAD-003 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/dz/1w/3w/hu/91094f0fa07f4df0b7b5b5b839193e5f.m3u8?
爸氣十足 EP18/DAD-002 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/s0/31/33/ip/4b21066041b34a8bad1c69f9ebb32156.m3u8?
爸氣十足 EP17/DAD-001 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/u2/7o/x6/8o/cace3b68e32e4164b66bb2df666a2583.m3u8?
淫亂4P忘年會/無休止的輪姦/TZ-100 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/yw/yq/05/bk/7e557f0ceb77437d99c0c87be3631f9c.m3u8?
春之夜/TZ-099 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/xb/1b/9w/p5/0018892a5670462d8c17447b26515494.m3u8?
與人妻的一天/TZ-098 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/r8/x5/ab/i5/26f46dc22c124b3287b504f88444e514.m3u8?
癡女社長/TZ-097 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/25/mz/yw/xj/96b4e98d9bd44dbcb72ab0dfdc2f1d5b.m3u8?
父債女償/TZ-096 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/nw/tm/rw/sr/287177d656a9415fba54d59e58c92184.m3u8?
兔子按摩院 EP3/極品騷女深度按摩/TZ-095 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/1v/lj/1t/ro/e969eb2bb9234f46be5497b569c61200.m3u8?
爆肏女主播/TZ-094 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/w3/5n/9u/mr/6b2a4b262fae44999841d10706bc9d71.m3u8?
淫女好呻吟 第二期 性愛篇/TZ-093-AV2 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/rv/sa/pc/2z/0d8632fc79ee4d8bac60cf316a79118f.m3u8?
淫女好呻吟 第二期 節目篇/TZ-093-EP2 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/c3/mn/mp/un/c5cf3b068c514d73bcd9df2243986e3c.m3u8?
淫女好呻吟 第一期 性愛篇/TZ-093-AV1 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/b9/je/ez/p2/d4b07611a8744f5b8fffc3f38e2af6a8.m3u8?
淫女好呻吟 第一期 節目篇/TZ-093-EP1 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/94/0w/5c/f9/cba11457d069448fbc861de4b0c0f5a1.m3u8?
大學校花性愛實錄/TZ-092 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/2q/yn/b0/r8/a7895fdf972148bca490e571bdd72940.m3u8?
島国特色泡泡浴 EP3/TZ-091 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/4j/vj/x4/1x/4d8bb6adb18c4dae8061be45ab1de59c.m3u8?
兔子按摩院 EP1/沉溺於快感的人妻/TZ-090 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/me/l7/q5/dk/b727859c3d844d5581c4b340fd5397b1.m3u8?
爸氣十足 EP16/巨乳美女的性感肉體/TZ-089 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/3p/po/jm/xq/494112c70f5f40209b64b599178204a9.m3u8?
背德妻「あなた、許して...」EP1/TZ-088 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/1p/sc/8y/9r/830e747b54e4427f89a17d11e8d5eddf.m3u8?
大板閨蜜 聖誕雙飛/TZ-087 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/z0/32/4r/fl/378a7766f1a4432dab27847cb6ab2f78.m3u8?
爸氣十足 EP15/巨乳少女寂寞難耐/TZ-086 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/16/r1/px/xi/508493f3309e4c8ab2d2c32e54e34ce2.m3u8?
前女友訂婚禮物/TZ-085 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/lw/nf/ak/cj/b16f03c4ba814dd6a365151ab4f03031.m3u8?
我的美国妹妹/TZ-084 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/re/kc/ov/fp/723d96b3f62746f0b3558c0d532f2b89.m3u8?
日本高中生上門援交/TZ-083 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/y9/59/a0/bs/a62b1101041b48be89ee2582ef60a323.m3u8?
酒醉姐姐撿回家EP3/肆意玩弄巨乳OL/TZ-082 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/qt/59/n7/5n/3f42b8fc68a84cf9979492492e752a7e.m3u8?
盗摂-情色按摩院/TZ-081 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/4g/my/1k/rq/d34f4d5d52d44ff2a6dc839fc568471b.m3u8?
爸氣十足 EP14/白虎妹妹巨乳細腰/TZ-080 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/ws/yv/ds/4k/351d1e92f54b48ddb9b7a2960f398b86.m3u8?
黑絲空姐貼身服務/TZ-079 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/9n/bd/16/46/3ab42a6a4c68462f8b57a702d969df9c.m3u8?
機械人女友-下/TZ-078-2 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/ij/em/qa/ha/1ae08d93f19c4b2ea53522c84cd7bb05.m3u8?
機械人女友-上/TZ-078-1 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/iq/k0/jx/t1/9e2a3d3391e84203bb2389b1ac3a0555.m3u8?
友人の妹(性幻想)/TZ-077 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/c6/09/l0/oo/4a0732841cd6407eac26df460ab46fc5.m3u8?
街邊搭訕兼職女大學生/TZ-076 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/ya/uk/rc/el/d7a6e09cebdb492db1043780ab0e8fe4.m3u8?
中秋團圓人姦情(下)/TZ-075-2 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/r8/nw/l1/sh/2a542a6ddfec4b7baa8e5600299108f5.m3u8?
中秋團圓人姦情(上)/TZ-075-1 ,https://fufxtyc.bytebwq.com/api/app/media/m3u8/av/wv/9s/dd/pf/c1b926861a254a1390b099b6a26edb54.m3u8?
